podcast_id,description
1539790170,"<p>Hosted by two brothers - Adam a comedian, Thomas an economist - this show will help you understand the world of money without the need for a calculator or dictionary. Easy to understand and jargon free. Adam will ask and Thomas will answer all those money questions you've pondered but never knew who to ask. From interest rates to GDP, trade wars to house prices, the world of economics has an impact on so many aspects of our everyday lives. This podcast will break it all down as Adam and ""real life economist"" Thomas guide you through how the world of money really works.</p>"
1210989839,"
            
        Join Myf Warhurst and Zan Rowe as they debrief on the biggest conversations of the week about music, art, life and stuff.

Bang On brings together two of Australia’s most respected and most loved music journalists and presenters – who are also great friends, with your one stop shop for all the conversations you need to be across this week (but just don’t have the time to read a think-piece about).
            
        "
1384819415,"Join Glen James and John Pidgeon as they take a light-hearted look at money issues for millennials. 

Will they encourage you? Yep
Will you be offended? Maybe
Can they please everyone? No

You may like to check out our other podcasts that might be of interest: my millennial career (with Shell & Em), my millennial property (with John Pidgeon & Emily Wallace), my millennial health (Jess Spendlove & Chloe McLoed), my millennial money express (usually under 10 min episodes), my millennial business (for small biz owners and side-hustlers) and gen z money (with Azaria Bell for under 24's)."
1524599320,"<p>The NSW Police Force is reaching out to the public seeking information to resolve long standing cold cases, from missing persons investigations to homicides, domestic violence and sexual crimes. State Crime Command takes you into the minds of the investigators as they work to close active cases and bring justice for victims.</p>"
1427018681,"Do you scroll through beauty posts on Instagram and feel completely overwhelmed? Do you wish you had your very own beauty whisperer to tell you what works and what doesn’t?
Then this is the podcast you've been waiting for. 
Each week beauty guru Leigh Campbell and beauty tragic Kelly McCarren will answer your questions - What's primer? What the heck does white eyeliner do? Do I really need conditioner? Who even am I?  They'll tell you which bargain products work and which ones are worth splurging on.  And they'll be rummaging through the beauty bags of famous people to find out what they know that we don't. You Beauty - the podcast for your face."
1546324192,"<p>Tough love lessons on all the shit that counts.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>"
1500848514,"<p>Celebrating resilience in sport - the human stories behind the stars. Hosted &amp; produced by sports journalist Neroli Meadows. 
</p><p>
</p><p>Thanks to Woody Pitney for his track “Love Me Like You Wanna Be Loved“ &amp; Ryan Pierse for the cover photo.</p>"
1082244480,"<p>The Happy Families podcast with Dr Justin Coulson’s podcast is for parents who want all the answers but don’t have any time! In each short, easily digestible episode Dr Justin will address a specific topic, offer his expert advice and provide simple strategies that will lead to positive results fast. Dr Justin’s podcast is the quickest way to gain the knowledge and information you need to make your family happier today.</p>"
1198117246,"Garry & Tim will deliver more analysis and insights on the stories that matter the most to the Melbourne audience.

The benchmark when it comes to football experience, Garry and Tim's expertise and insight sets the agenda each morning as they bring Melbourne the biggest names in both the AFL and sporting landscape."
329902285,<p>The Marty Sheargold Show only on Triple M. <br>Listen live on 105.1FM in Melbourne at 6-9 am every weekday and get more Marty on the Triple M App.</p>
1464488062,"
            
        How much screen time should you let your kids have? How do you talk to your tweens and teens about sex and consent? How do you keep your cool when your child throws a tantrum? Maggie Dent, one of Australia's favourite parenting authors and educators gives you practical tips and answers to your real-world parenting dilemmas. Maggie talks to parenting experts from around the world to find practical solutions to the challenges every parent is facing today. She'll help you be the parent you really want to be and give you ideas on how you can raise healthy kids who thrive.
            
        "
1385379989,"Lyn and Chris Dawson appear to have the perfect marriage. He's a star footballer and popular high school teacher. She's a devoted wife and mother. They share a beautiful home above Sydney's northern beaches. But when Lyn goes missing, dark secrets are buried. This is no fairytale, but a sordid story of strangely close twin brothers, teenage student lovers, and probable murder. The Australian's Hedley Thomas digs deep into a cold case which has been unsolved for 36 years, uncovering startling new evidence."
1548946506,"The true story of one of Britain’s strangest hauntings, with Dafne Keen and Toby Jones. Updated weekly every Thursday."
981373142,"<p>A twice-weekly look at parenting as it truly is: confusing, exhausting, inspiring, funny, and full of surprises. Join Tegan Natoli and Leigh Campell for This Glorious Mess Little Kids on Monday's.&nbsp; And Andrew Daddo and Holly Wainwright for This Glorious Mess Big Kids on Friday's.&nbsp; It's all the disasters and delights of parenting with a healthy dose of advice from our trusted experts.</p>"
1484760064,"<p>Get Started Investing is all about helping beginner investors break down barriers. 
</p><p>
</p><p>We cover ALL the basics that you need to start your investing journey. We unpack all the jargon and confusing bits, hear your investing stories, with the goal of making investing less intimidating - and we want to have a good time along the way.</p>"
637433286,"An entertaining take on Australian Football news and culture. 
AFL.com.au's Cal Twomey, Mitch Cleary and Riley Beveridge ask and answer all of the big questions."
1109943717,"In the Australian Politics podcast,  Katharine Murphy and Guardian Australia's political team examine what’s happening in Australian politics and why it matters to you"
1118867383,"<p>This podcast gives you a smart, cool headed and down to earth wrap on the latest finance and investing news from Australia &amp; around the world. Investing legends Scott Phillips and Anirban Mahanti walk you through what&rsquo;s really going on and what you need to know to make great financial decisions. Subscribe to get your regular fix of BS-free money advice. Sign up for the newsletter at fool.com.au/triplem</p>
<p><strong>For more episodes download the free LiSTNR app</strong></p>
<p>&nbsp;</p>"
1534672561,"
            
        Heartbreaking and hilarious, each episode of Days Like These introduces you to a regular human as they live through something wild. In surprising stories of love and joy, they'll triumph against the odds, face their darkest days, and occasionally fall flat on their face.
            
        "
344869087,"<p>Three of Australia's most respected personalities, Kate Ritchie, Tim Blackwell and Joel Creasey, come together on the Nova Network to bring a conversational cheekiness to the drive shift. Joel Creasey joins Kate and Tim as the newest addition to Australia&rsquo;s renowned drive show, with a combination of the day's hot topics, the best of digital and online and their unique benchmarks and games.</p>
<p>Featuring the segments that Nova listeners have grown to love including Monday&rsquo;s Mailbag, The Wednesday Wheel and the highly competitive Quick Draw, the team and their new co-host Joel Creasey will deliver everything their audience have come to expect and more.</p>"
1080505022,"
            
        The Hook Up is the Sex-Ed you wish you’d had. Nat Tencic talks all things sex, love and relationships, and hangs out with a team of experts who delve into their love lives and answer all your sexy questions.
            
        "
1201031401,"<p>James Kirby and Alan Kohler discuss the biggest news in business, finance, and economics, and what it means for investors. Presented in partnership with The Eureka Report. Title music, Blues for Oliver, by Benny Golbin.</p>"
1249219269,"
            
        Lawyer Nicola Gobbo represented some of Australia’s most dangerous criminals, all the while secretly working as a police informer. Why did she do it, and how was it allowed to happen? For the first time, she tells the full story behind why she became an informer, and what happened when her double life was exposed to the world.
            
        "
164330831,"
            
        Big Ideas brings you the best of talks, forums, debates, and festivals held in Australia and around the world, casting light on the major social, cultural, scientific and political issues
            
        "
73330895,Melvyn Bragg and guests discuss the history of ideas
1449500734,"Money. Romance. Tragedy. Deception. The story of Elizabeth Holmes and Theranos is an unbelievable tale of ambition and fame gone terribly wrong. How did the world's youngest self-made female billionaire lose it all in the blink of an eye? How did the woman once heralded as ""the next Steve Jobs"" find herself facing criminal charges -- to which she pleaded not guilty -- and up to 20 years in jail? How did her technology, meant to revolutionize healthcare, potentially put millions of patients at risk? And how did so many smart people get it so wrong along the way? ABC News chief business, technology and economics correspondent Rebecca Jarvis, along with producers Taylor Dunn and Victoria Thompson, take listeners on a journey that includes a three-year-long investigation. You'll hear exclusive interviews with former employees, investors, and patients, and for the first-time, the never-before-aired deposition testimony of Elizabeth Holmes, and those at the center of this story."
842419860,"AFL.com.au's Fantasy experts, Roy, Calvin and Warnie, deliver a podcast full of tips to help you have a successful (and fun) Fantasy season."
73330343,"
            
        Life Matters is your guide to contemporary Australian life. Be part of rich conversations on relationships, family, parenting, education, work, health and consumer issues.
            
        "
1454193127,"The Australian Finance Podcast is your guide to sorting out your finances, one episode at a time. Owen & Kate bring you actionable strategies and knowledge that you can put into practice today. *Save money*, *invest better* and *live life on your terms*.

New to the show? We recommend that you head back to Season 1 of the podcast and listen to episodes 1-10 first, to get your head around some really important concepts! More advanced listeners might enjoy our other show, The Australian Investors Podcast.

**We're proudly supported by ETF Securities**
Learn more about ETF Securities: https://bit.ly/fundsETFS

SHOW NOTES: https://bit.ly/37VyiOW

DISCLAIMER:
The information in this podcast series is general financial information/advice only. That means, the advice does not take into account your objectives, financial situation or needs. Because of that, you should consider if the advice is appropriate to you and your needs, before acting on the information. In addition, you should obtain and read the product disclosure statement (PDS) before making a decision to acquire a financial product. If you don’t know what your needs are, you should consult a trusted and licensed financial adviser who can provide you with personal financial product advice. Please read our Terms of Service and Financial Services Guide on www.rask.com.au/fsg."
1457667995,"Welcome to the KIC POD. Your weekly D&M on the stuff that matters. Hosted by Steph Claire Smith and Laura Henshaw, founders of Keep It Cleaner, an online fitness program motivating thousands all over the world to live a happier and healthier life. To learn more you can find them on Instagram at @keepitcleaner, @stephclairesmith and @laura.henshaw or visit their website at: www.keepitcleaner.com.au"
256580326,"<p>The latest news from the team behind BBC History Magazine - a popular History magazine. To find out more, visit www.historyextra.com</p>"
1508927190,"<p>Matt Okine and Alex Dyson serve up your daily omelette of delicious audio content, whenever you feel like eating it. Chunks of news, alongside finely sliced interviews and the occasional sprig of talkback are all chucked into a bowl of expertly whisked comedy, before being poured into the frying pan of your ears. Listen daily with your morning coffee or even your evening whisky.*</p>
<p>&nbsp;</p>
<p>*Serving suggestion.&nbsp;</p>"
1551120994,"Welcome to Duchess - the podcast where the Duchess of Rutland explores the historic homes of Great Britain, and meets the inspiring women who lead them today. 

Have you ever watched Bridgerton, The Crown or Downton Abbey and wondered what it's really like to be a Duchess? If so, this is the podcast for you.

Stately homes are manors, palaces, and castles of great historic significance. They were built by the finest architects, adorned with the finest treasures and surrounded by breathtaking landscapes. They homed the most powerful families and, with their wealth and social pedigree, shaped the world we live in today.

Emma grew up far away from the aristocracy but her life changed forever when she married her husband - the 11th Duke of Rutland - and moved into Belvoir Castle. At once Emma became both a Duchess and custodian of one of Britain's most important buildings.

The Duchess wanted to learn more about this world, these homes, and the other empowering women who, just like her, work tirelessly to ensure they see tomorrow. 

In this podcast the Duchess will travel to breathtaking homes, learn the epic tales of their construction, meet the historic figures that walked their halls, hear chilling ghost stories and the heartbreaking tales of romance. All of this whilst getting to know the inspiring, powerful women that work to find the delicate balance between preservation and transformation. 

Join Emma on a very special journey. This is Duchess, the podcast."
1481398762,"In this intensely divided moment, one of the few things everyone still seems to agree on is Dolly Parton—but why? That simple question leads to a deeply personal, historical, and musical rethinking of one of America’s great icons. Join us for a 9-episode journey into the Dollyverse. Hosted by Jad Abumrad, creator of Radiolab and More Perfect. Produced and reported by Shima Oliaee. Dolly Parton’s America is co-produced by OSM Audio and WNYC Studios.
"
1445344726,"The true crime book Loose Units, out now through Penguin Publishing (and in bookstores everywhere), had one thing it couldn't do: it couldn't fit everything. So each week, Paul and John will sit down and delve into cases too surreal, brief or contentious to fit into the book."
1076207687,"Chrissie, Sam & Browny are the three people Melbourne most want in their ears every morning on Nova 100.  Whether it’s the fact that between them, they’ve played 255 AFL games, almost taken home the chocolates on Big Brother, or something Sam once did, these three kids are just trying to bring their real life experiences to the people and have a few hundred laughs while doing it."
1494989268,"
      <p>Whether you’re giving a toast or presenting in a meeting, communication is critical to success in business and in life. Join Matt Abrahams, a lecturer of Strategic Communication at Stanford Graduate School of Business, as he sits down with experts in the field to discuss real-world challenges.</p><p>How do I send my message clearly when put on the spot? How do I write emails to get my point across? How can I easily convey complex information? How do I manage my reputation?&nbsp;</p><p>Think Fast, Talk Smart provides the tools, techniques, and best practices to help you communicate more effectively.</p>
    "
1548244887,"Each fortnight we take India’s most significant business and tech stories and strip away complexity, spin and PR and add unbiased analysis, simplicity and wit. The result is business stories and conversations that are both fun and insightful. Told by the trusted and experienced writers and editors of The Ken, India’s first and leading subscribers-only business publication, and hosted by Anushka and Olina."
1532901566,A daily 5-min podcast explaining the most important finance and business happenings in plain English. India focused. 
1036379102,"Build your English vocabulary in six minutes. 
Every Monday join two of our presenters and hear about different ways to develop your vocabulary knowledge and skills."
1490896085,"Ranveer Allahbadia aka BeerBiceps brings you #TheRanveerShow. 

Every episode has been designed to bring you some kind of value add. Life is a never ending self improvement game - whether it's health, career guidance, lifestyle advice or just plain old inspiration... Each episode will charge you up in some way.

We deep dive into some of the world's most intelligent, most successful minds in order to mine out the diamonds they've created over the course of their lives. Bollywood stars, athletes, entrepreneurs and all kinds of motivational human beings - featured on India's smartest podcast."
1554876547,"Join these two sisters Kritika and Deeksha every Monday for a fun podcast about all things in life and weekly dose of girl talk. Kritika Khurana is a social media influencer, fashion &amp; travel blogger, and YouTuber in India. Deeksha Khurana is also a social media influencer and travel blogger. She talks about fashion and beauty and is best in makeup. On the show you’ll hear everything about relationships, friendships, break ups, family, career, life advices and a lot more. Tune in with these sisters every week for new episodes."
1548187636,"<p>Practically Gita brings you practical solutions to your everyday problems from the glorious Bhagavad Gita. The show covers the most relevant slokas from Bhagavad Gita putting light on our daily life situations, conflicts, dilemmas and more. Hosted by Amogh Lila Das, VP Iskcon Dwarka and Co-Faculty IIM Ahmedabad, the show is your manual to a happy and successful life. Practically Gita is brought to you by WYN Studio. Find us at http://wyn.studio</p>"
1543887425,"When 16-year-old Sabrina cracks the cryptic Parallax, she’s recruited to track down a serial killer... who might not be from this world. Starring Anya Chalotra and Chance Perdomo."
1548383228,Old Hindi songs to take you back to those nostalgic days..
1119439036,"On 2000 Books podcast, we interview today's top Business and self help authors and get the the most important actionable ideas from the world’s greatest books for ambitious entrepreneurs.  We also summarize classic business books and self help books for entrepreneurs such as Napoleon Hill - Think and Grow Rich, Dale Carnegie - How to Win Friends and Influence people, Good to Great, Lean Startup, Zero to One, Never Eat Alone, Elon Musk, Jeff Bezos. Some of the authors interviewed include David Allen, Dan Pink, Adam Grant, Chris Brogan, Mike Michalowicz. Our goal is to provide you the best, most actionable ideas from these great books so that you as entrepreneurs, startup founders and CEOs can get to the next level in business and in life using the ideas from these great books"
888135469,Stories of Mahabharata
1041684187,"A light weekly podcast covering the history of India, from 6th century B.C.  Enjoying the podcast? Please consider donating to the Snehal Sidhu Memorial Fund (http://tinyurl.com/prkvwll)"
1445665622,"<p>If you are tired of relying on your fickle motivation to get things done, If you are tired of starting because you fail to see things through, The Habit Coach podcast is for you! Ashdin Doctor, the habit coach, takes you through the creation of simple easy to do habits. Habits we can all incorporate into our lives. Habits around, health, sleep, de-stressing, productivity, movement, nutrition and relationships.

Each episode is bite-sized and less than five minutes, packed with fun facts and an easy to do habits.

So start a habit of listening to The Habit Coach podcast every Monday, Wednesday and Friday.

Ashdin believes that ""Awesome lives start with your awesome habits""

You can follow Ashdin Doctor on Instagram @ashdindoc

You can listen to this show and other awesome shows on the IVM Podcast App on Android: <a href=""https://goo.gl/tGYdU1"" rel=""noopener noreferrer"" target=""_blank""><span data-auto-link=""true"" data-href=""https://goo.gl/tGYdU1"">https://goo.gl/tGYdU1</span></a> or iOS: <a href=""https://goo.gl/sZSTU5"" rel=""noopener noreferrer"" target=""_blank""><span data-auto-link=""true"" data-href=""https://goo.gl/sZSTU5"">https://goo.gl/sZSTU5</span></a>

You can check out our website at <a href=""http://www.ivmpodcasts.com/"" rel=""noopener noreferrer"" target=""_blank""><span data-auto-link=""true"" data-href=""http://www.ivmpodcasts.com/"">http://www.ivmpodcasts.com/</span></a></p>"
1039644241,"A Weekly Bilingual Cookery Show on Quick and Tasty Indian Recipes and simple Cooking and Healthy Living Tips for Your Entire Family, this Podcast is aimed at Learning and Cooking on the go. Working women and people with little to no time can find Quick and easy to cook Recipes without having to login to your Computer. For detailed recipes visit http://thetastesofindia.com

This is a Podcast that takes you through the lengths and breadths of India and connects the varied culture using a single thread - Tasty Food. Come Enjoy the Tastes of India."
1039511252,"Little Stories for Tiny People is a kids' podcast featuring original kids' stories that will delight the tiny people in your life. Perfect for bleary-eyed parents, innovative teachers, and at-wits’-end babysitters looking for an alternative, non-annoying way to engage the toddlers and young kids they love at bedtime or anytime! Each story for children is lovingly written and performed with attention to the whimsical senses of humor children often possess. Visit www.littlestoriestinypeople.com to learn more, to purchase the first LSFTP picture book, and to shop for merch!
"
1552164995,"<p>Remember watching an ad that bought tears in your eyes, that interesting branding that made you buy the product, how simply a video content on social media made you change your perception about something you never believed in.<br>Our new show is about passion, ideas, and creativity.<br>It&rsquo;s about the journey into the world of storytelling.</p>
<p>Marketing is such an integral part of our life. So, let us, deep-dive, into the world of marketing and brands and indulge in some interesting conversation with some of the most creative minds in advertising, brand marketing, media on Brewing Talks&nbsp;hosted by Madhulika Joshii Paalod.<br><br>""Its The Perfect Marketing Concoction""</p>
<p>Subscribe now to receive updates about the latest episodes!</p>
<p>Brewing Talks is an Ep.Log Media Network Production<br>For partnerships / queries mail us at <a href=""mailto:bonjour@eplog.media"">bonjour@eplog.media</a></p>
<p>&nbsp;</p>"
1536206996,Daily Podcast of National and World News Bulletins in English Language from India's public service broadcaster Prasar Bharati through its Akashavani All India Radio News Services Division.
1549390988,"<p>""Travel in the younger sort is a part of education; in the elder, a part of the experience"" &mdash; Francis Bacon</p>
<ul>
<li>Do you know there are a total of&nbsp; 195 UN recognized countries in the world?</li>
<li>Do you know Russia is the largest country in the world?</li>
<li>Do you know Vatican City is the smallest country in the world?</li>
<li>Do you know France is the most visited country in the world?</li>
<li>Do you know China is the most populated country in the world?</li>
<li>Do you know Qatar is one of the richest countries in the world?</li>
<li>Do you know the longest name of a place is 85 characters long and is located in New Zealand?</li>
<li>Do you know Nicaragua and Dominica are the only countries with purple color in their flag?</li>
</ul>
<p>Well, we are here to answer all these interesting questions for you. As of January 2021, United Nations recognized a&nbsp;<strong>total of 195 countries in the world&nbsp;-</strong><strong>&nbsp;</strong>193 are member states of the United Nations and 2 countries that are non-member observer states - the Holy See (Vatican City) and the State&nbsp;of Palestine.</p>
<p>Join us in Little Explorer - a daily podcast for our little Columbuses and Vasco De Gamas in which we travel around the world in order to expand the boundaries of our knowledge and awareness. We travel afar as we talk about the countries of our planet Earth and various interesting aspects about them that make them so unique. We briefly discuss their styles, customs, foods, neighboring countries, and flags. Know tons of exciting bits about your favorite place by joining us on our Chimes Radio voyage, while sitting at your home, and allow us to take you on a journey of fun facts, knowledge, and discovery.</p>
<p>Each episode is planned as a short 3 to 4-minute podcast that will give you a sneak peek into specific cultural elements of a country. We hope this little introduction will tickle your curiosity to find out more about a place that interests you the most and maybe entice you to plan a visit to see it, in reality, one day.</p>
<p><br><a href=""http://www.chimesradio.com"">www.chimesradio.com&nbsp;</a>&nbsp;<br><a href=""http://onelink.to/8uzr4g"">http://onelink.to/8uzr4g&nbsp;</a>&nbsp;<br><a href=""https://www.facebook.com/chimesradio/"">https://www.facebook.com/chimesradio/&nbsp;</a>&nbsp;<br><a href=""https://www.instagram.com/vrchimesradio/"">https://www.instagram.com/vrchimesradio/&nbsp;</a>&nbsp;</p>"
1448599498,"Conversations about trading, investing, and personal finance with the smartest people in the industry. "
1549822234,"This podcast contains motivation videos of Sandeep Maheswari which is on youtube, this is just a fan way to deliver his content but only for motivation. ""Keep listening, Keep motivating"""
1340196987,"The Moneycontrol Podcast is your daily source of business news, investment analysis and advice on stocks and the markets. Tune in to broaden your horizons with podcasts by journalists, experts and analysts giving you a head-start in the investment game."
1454097755,Naval on wealth and happiness. On Twitter at @naval.
1437983503,The Big Story podcast - Where we dissect headline-making news with analysis and inputs from experts.
262026989,"Every week, we look at a different everyday English phrase or piece of slang in this fun three-minute programme. From BBC World Service"
1406730235,"Our flagship daily news show, where hosts Shashank Bhargava and Snigdha Sharma talk to in-house experts about what is going on and why you need to care about it."
1534542817,"What is romance? 
The heart-shaped emojis?
The butterflies in your tummy?
That one song that makes you cry?

Join Bumble India and comedian Kaneez Surka on a quest to understand the idea of romance through music, food, films, travel, books, our hearts and minds. We talk to musicians, filmmakers, wedding planners, bakers, writers, psychologists, fashion designers and more to understand what it takes to create a romantic moment. 

They're all answering the big question: is romance dead? Or will love find a way."
928159684,"Welcome to The Garyvee Audio Experience, hosted by entrepreneur, CEO, investor, vlogger, and public speaker Gary Vaynerchuk. On this podcast you'll find a mix of my #AskGaryVee show episodes, keynote speeches on marketing and business, segments from my WEEKLYVEE video series, interviews and fireside chats I've given, as well as new and current thoughts I record originally for this audio experience!"
1494440867,"A podcast from The Hindu that delves deep into current developments with subject experts, and brings in context, history, perspective and analysis. "
1542664721,"With the Great Indian Marketing Show, Aadil Bandukwala and Kaushik Satish bring you stories and experiences of marketing leaders behind some of the most pioneering brands in the world. They aim to uncover not just what marketers do, but how. And to do it in a way, that's fun, creative and compelling. 

The show cuts through the jargon, eschews the 30,000 feet view and gets to the brass tacks. At the end of every podcast, we want you to walk away discovering something new; something that adds value to your career and life!"
1552604499,"Marathi podcast which will try to uncover mysteries of married life..

लग्नं म्हंटल कि मनात खूप प्रश्न येतात, मुळात लग्न करायचं का? करायचं तर कोणाशी? love की arrange? registered की big fat wedding? compatible partner कसा शोधायचा? अशे अनेक प्रश्न असतात आपल्या मनात. 

तुम्ही लग्न करणार असाल , तुमचं पाल्य लग्नाळु असेल, लग्न झालं आहे पण खटके उडतात आहेत किंवा पुनर्विवाहाचा विचार करत आहात, तुम्ही ह्या पैकी कोणीही असाल तर तुम्ही हा पॉडकास्ट नक्की ऐकायला हवा, कारण इथे millennial marriage coach  लीना परांजपे ह्यांना ह्या सगळ्या प्रश्नांची उत्तर द्यायला बोलतं केलं आहे आपला होस्ट नचिकेत क्षिरे ह्यांनी "
1440116479,"Bloomberg | Quint is a multi-platform, Indian business and financial news company. We combine Bloomberg’s global leadership in business and financial news and data, with Quintillion Media’s deep expertise in the Indian market and digital news delivery, to provide high quality business news, insights and trends for India’s sophisticated audiences."
1206967377,"<p>Passionate people, deep conversations. Thoughts on how to deal with listening to your heart and some examples to guide us forward. The Passion People Podcast is a series of impromptu conversations about following a passion, making it manifest, and what all comes with it.</p>
<p>Hosted by Naga Subramanya B B<br>The Passion People Podcast is a part of Ep.Log Media Podcast Network<br>for partnership/advertising you can contact us on bonjour@eplog.media</p>"
1209849464,"The Musafir Stories is an audio podcast that documents Indian travel tales. Each episode, we share the journey of travelers in their own words and relive their experience with you, our listeners. The sole aim of our podcast is to share the rich experiences of traveling in India and inspire listeners to take the leap of faith, grab those backpacks and set out to explore the beautiful and exotic country, India!"
1118875240,"World famous in Delhi, the kid who pranks all."
979118845,"Broadcasting twice a week with a rotating panel of guests, Cyrus Says is the definitive show on life in urban India, politics, sports, civic sense, traffic, kids, food, and everything that matters. Mostly."
152022135,A weekly podcast featuring the leading thinkers in business and management.
1474429475,"A tech podcast for the gadget lovers and tech heads among us from the mind of Marques Brownlee, better known as MKBHD. MKBHD has made a name for himself on YouTube reviewing everything from the newest smartphones to cameras to electric cars. Pulling from over 10 years of experience covering the tech industry, MKBHD and co-host Andrew Manganelli will keep you informed and entertained as they take a deep dive into the latest and greatest in tech and what deserves your hard earned cash.  New episodes every other week. Link to ad survey: https://bit.ly/2EcYbu4.
For advertising opportunities please reach out to PodcastPartnerships@studio71us.com"
1522708820,All my thoughts 
1523324463,"This Is Only Entertainment Podcast, Follow For More Updates Support this podcast: <a href=""https://anchor.fm/music-crew/support"" rel=""payment"">https://anchor.fm/music-crew/support</a>"
1080974028,"Learn English grammar in six minutes. Every Tuesday join two of our presenters and learn a new key area of grammar.
Our presenters include Finn, Emma, Rob, Neil, Sophie & Alice."
1517640300,"This podcast is about self-love, career and basically adulting 101."
659155419,"Beginner friendly if listened to in order! For anyone interested in an educational podcast about philosophy where you don't need to be a graduate-level philosopher to understand it. In chronological order, the thinkers and ideas that forged the world we live in are broken down and explained."
1190896090,"The Seen and the Unseen, hosted by Amit Varma, features longform conversations that aim to give deep insights into the subjects being discussed. Timeless and bingeworthy."
1131144827,"A unique digital radio show which plays retro Bollywood songs and stories from the era of 60s, 70s, 80s, 90s and early 2000s. Enjoy songs and stories that became a part of popular stars like Madhubala, Amitabh Bachchan, Rajesh Khanna, Dev Anand, Dharmendra, Raj Kapoor, Jitendra, Sharlima Tagore, Parveen Babi, Waheeda Rahman and more. Walk through the journey of legends like Lata Mangeshkar, Mohd Rafi, R.D. Burman, Asha Bhosle and more. Carvaan Classic is the only place where you will hear stories like ""Dum Maro Dum song was rejected by Dev Anand, what changed his mind ?"" or ""Which super star helped Kishore Kumar come out of his depression?"" or ""What was R.D. Burman’s reply when Asha Bhosle complained to him that he always lets Lata Mangeshkar sing his best composed songs ?"" and many more."
160835381,"Lectures on Yoga and Vedanta given at the Boston Vedanta Society.
Vedanta is one of the world's most ancient religious philosophies and one of its broadest. Based on the Vedas, the sacred scriptures of India, Vedanta affirms the oneness of existence, the divinity of the soul, and the harmony of religions.
According to Vedanta, God is infinite existence, infinite consciousness, and infinite bliss. The term for this impersonal, transcendent reality is Brahman, the divine ground of being. Yet Vedanta also maintains that God can be personal as well, assuming human form in every age.
Vedanta further asserts that the goal of human life is to realize and manifest our divinity. Not only is this possible, it is inevitable. Our real nature is divine; God-realization is our birthright.
Finally, Vedanta affirms that all religions teach the same basic truths about God, the world, and our relationship to one another."
1516770387,"<p>Ever wondered how composer Amit Trivedi came up with Dev D's hit Nayan Tarse or the secret behind Rekha Bhardwaj's beautiful &nbsp;Kabira. Now you can hear it directly from them.</p>
<p>Listen to your favorite Bollywood musicians reveal unknown secrets behind their hit songs.</p>
<p>9XM Song Secret is a weekly podcast hosted by Bollywood singer Shefali Juneja.</p>
<p>The podcasts feature India's top musicians like Amit Trivedi, Rekha Bhardwaj, Shaan, Shirley Setia, and more.</p>
<p>If you've ever cried, danced, or hummed to a song this is a must listen to the podcast.</p>
<p>&nbsp;</p>"
1536206642,Daily Podcast of National News Bulletins in Hindi Language from India's public service broadcaster Prasar Bharati through its Akashavani All India Radio News Services Division.
470623037,"What should future schools look like? How do brains learn? Some of the world's greatest educators, researchers, and community leaders share their stories and visions onstage at the TED conference, TEDx events and partner events around the world. You can also download these and many other videos free on TED.com, with an interactive English transcript and subtitles in up to 80 languages. TED is a nonprofit devoted to Ideas Worth Spreading. "
1456761991,A newslaundry podcast which gives you a quick summary of the important news of the day. Click here to support Newslaundry: http://bit.ly/paytokeepnewsfree<br /><hr><p style='color:grey; font-size:0.75em;'> See <a style='color:grey;' target='_blank' rel='noopener noreferrer' href='https://acast.com/privacy'>acast.com/privacy</a> for privacy and opt-out information.</p>
1442530475,Research and Analysis of the day's top stories with Ravish Kumar.
1184274374,"The Adventures of Detective Mathema tell the story of Algebrus Mathema, the most famous mathematical detective in the world.

Whether it’s sequences or time, weights or algebra, Detective Mathema has the power to solve the puzzles."
1289643592,"LOVESTORY IS A SPECIAL WEEKEND PROGRAMME IN GUWAHATI WHICH IS BEAUTIFULLY NARRATED AND EXECUTED BY RJ PAHI THE PROGRAMME FEATURES TRUE LOVE STORIES SHARED BY LISTENERS,TIMING: EVERY SATURDAY 9PM-11PM, AND SUNDAY 2PM-4PM"
919631690,Все секреты создания видео и продвижения роликов на Youtube для бизнеса
1509932636,"Planet Earth consists of millions of wildlife species – some of them are visible to us on a daily basis while others live in wild forests or other humanly uninhabitable places. But despite this, each animal has its own biology and possess some unique characteristics which differentiates them from rest of the animal kingdom - be it the long neck of Giraffe, black and white stripes of zebra, huge physical structures of humpback whales, musical notes of a cuckoo bird or the ability to soar high in the sky of an eagle.
 
Animal Gyan is an original podcast series by Chimes Radio – India’s 1st Audio Platform for Kids - where we talk about different animals and their unique features to introduce the wonders of nature to our young listeners. While scientifically animals are divided into 5 different phylum (Invertebrates, Vertebrates, Arthropods, Mollusks and Echinoderms), for the sake of simplicity, we have used a much simpler categorization of Land (terrestrial), Water (aquatic)  and Air (aerial) animals. This book of knowledge in audio format provides children with an overview of some of the most popular animals from each of these categories while also delving into some amazing facts about them which probably you may not be aware of before. So let’s hop into these 2-minutes short audio animal encyclopedias to know more about the members of our animal kingdom!

A land animal or terrestrial animal are those that lives on land. Listed below are some popular land animals that you ought to know about along with some of their fascinating characteristics. 

 
For more kid's podcasts and 24x7 web radio, download the free 'Chimes Radio' apps from Apple and Google App Stores.
www.chimesradio.com 
https://www.facebook.com/chimesradio/ 
https://www.instagram.com/vrchimesradio/ 
https://twitter.com/ChimesRadio"
1437907791,International Open-Format DJ for over 15 Years!
