country,rank,name,id,releaseDate,Primary_Genre,Other_Genre,Artist,FeedURL
au,37,Brett Finch Uncensored,1533612473,2021-02-14,Rugby,"Sports,Cricket,",Brett Finch,https://brettfinchpodcast.libsyn.com/rss
au,38,The Signal,1349523628,2021-01-25,Daily News,"News,",ABC Radio,http://www.abc.net.au/radio/programs/the-signal/feed/9443166/podcast.xml
au,39,Australian Birth Stories,1242155321,2020-10-25,Kids & Family,,Sophie Walker,https://australianbirthstories.libsyn.com/rss
au,40,Equity Mates Investing Podcast,1212097275,2020-10-25,Investing,"Business,Entrepreneurship,",Equity Mates Media,https://feeds.megaphone.fm/equitymates
au,41,Dr Karl Podcast,73331325,2020-10-22,Science,,triple j,http://www.abc.net.au/triplej/programs/dr-karl/feed/10987644/podcast.xml
au,42,This is Paris,1552058389,2021-03-01,Society & Culture,,iHeartRadio & Paris Hilton,https://feeds.megaphone.fm/HSW2082099215
au,43,Just the Gist,1474052266,2021-03-05,Comedy,"TV & Film,TV Reviews,",LiSTNR,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/0aaaaf07-2864-40b6-b489-aa9300627d91/6cb06e66-54a9-46ac-9815-aa930063b04c/podcast.rss
au,44,The Briefing,1507116817,2020-10-27,Daily News,"News,",PodcastOne Australia,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/043e2cc8-6045-47cd-af36-ab98000641fa/16e65677-c110-4ef1-a534-ab980006a91f/podcast.rss
au,45,The Mindset Mentor,1033048640,2020-10-28,Mental Health,"Health & Fitness,Education,",Rob Dial and Kast Media,https://www.omnycontent.com/d/playlist/9b7dacdf-a925-4f95-84dc-ac46003451ff/5cd7413c-b341-493f-bf46-acb500364141/6b2540d4-e0b2-42f7-a61a-acb50036415a/podcast.rss
au,46,Chat 10 Looks 3,936653355,2020-10-11,Society & Culture,,Chat 10 Looks 3,https://feeds.megaphone.fm/DMN6400826604
au,47,The Matty Johns Podcast,1117246594,2021-02-04,Sports,,Daily Telegraph,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/10c4a2d2-5fcf-4695-8da4-ac2a00524d6b/37490026-349b-4102-8c4e-ac2a00524d6b/podcast.rss
au,48,Global News Podcast,135067274,2021-03-05,News,,BBC World Service,https://podcasts.files.bbci.co.uk/p02nq0gn.rss
au,49,Squiz Today,1385995581,2020-10-27,Daily News,"News,",Squiz Media,https://rss.acast.com/squiz-today
au,50,No Such Thing As A Fish,840986946,2020-10-23,Comedy,,No Such Thing As A Fish,https://audioboom.com/channels/2399216.rss
au,51,Huberman Lab,1545953110,2021-01-04,Health & Fitness,"Education,",Dr. Andrew Huberman,https://hubermanlab.libsyn.com/rss
au,52,The Nurse,1533629268,2020-10-26,True Crime,"News,Politics,",Camille Bianchi,https://rss.acast.com/the-nurse
au,53,TED Talks Daily,160904630,2020-10-27,Education,"Society & Culture,",TED,http://feeds.feedburner.com/TEDTalks_audio
au,54,Serial,917918570,2020-08-20,News,"True Crime,",This American Life,https://feeds.simplecast.com/xl36XBC2
au,55,The Daily Aus,1552309889,2021-02-15,Daily News,"News,",The Daily Aus,https://rss.acast.com/the-daily-aus
au,56,Collapse,1550688418,2021-02-16,History,,Stuff,https://rss.whooshkaa.com/rss/podcast/id/13573
au,57,This American Life,201671138,2020-10-25,Personal Journals,"Society & Culture,Arts,",This American Life,http://feed.thisamericanlife.org/talpodcast
au,58,Hamish & Andy’s Remembering Project,1534252348,2020-12-14,Comedy,,LiSTNR,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/79d677cf-6ce6-42d1-a3fd-ac480026244f/9d4a879f-2b0e-40a8-b1c7-ac480026a6d4/podcast.rss
au,59,Background Briefing,73330306,2021-03-04,News Commentary,"News,",ABC Radio,http://www.abc.net.au/radionational/feed/2890982/podcast.xml
au,60,The Jordan B. Peterson Podcast,1184022695,2020-11-29,Education,"Science,",Dr. Jordan B. Peterson,https://jordanbpetersonpodcast.libsyn.com/rss
au,61,Oprah’s SuperSoul Conversations,1264843400,2020-10-28,Society & Culture,,Oprah,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/39ae2ce1-bc6d-4760-b0dc-ab050182ffa7/b4420a1c-dab1-4d11-bf04-ab050182ffe0/podcast.rss
au,62,Serial Killers,1205030005,2020-10-26,True Crime,"History,",Parcast Network,https://feeds.megaphone.fm/END1032105222
au,63,Dateline NBC,1464919521,2020-10-29,True Crime,"News,",NBC News,https://podcastfeeds.nbcnews.com/dateline-nbc
au,64,All In The Mind,73330911,2020-11-01,Life Sciences,"Science,Health & Fitness,",ABC Radio,http://www.abc.net.au/radionational/feed/2888650/podcast.xml
au,65,The Rise & Conquer Podcast,1451864362,2020-12-31,Health & Fitness,"Education,Self-Improvement,",Georgie Stevenson,https://feeds.megaphone.fm/riseandconquer
au,66,Dyl & Friends,1417124389,2021-02-02,Sports,"Comedy,",Dylan Buckley,https://rss.whooshkaa.com/rss/podcast/id/3890
au,67,Who the Hell is Hamish?,1451470931,2019-11-16,News,"True Crime,",The Australian,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/f1c92d94-1cab-46b5-a2a2-ac2a00524f7b/7e7cada2-a5f4-4839-b5f1-ac2a00524f7b/podcast.rss
au,68,The Spill,1473523403,2021-01-20,Society & Culture,,Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/d3342ef4-a947-4a6c-b5f6-aa870057eef3/d3448b18-db73-4069-8135-aa8700584545/podcast.rss
au,69,Jase & PJ,1332566161,2021-01-13,Comedy,"Music,",iHeartRadio Australia & KIIS,https://feeds.megaphone.fm/jaseandpj
au,70,American Scandal,1435516849,2021-02-16,History,"Society & Culture,Documentary,",Wondery,https://rss.art19.com/american-scandal
au,71,Even the Rich,1500477470,2021-03-02,Society & Culture,,Wondery,https://rss.art19.com/even-the-rich
au,72,You Cannot Be Serious,1474582435,2021-03-03,Sports,"News,",Sam Newman Mike Sheahan Don Scott,https://feed.podbean.com/smartassam/feed.xml
au,73,How I Built This with Guy Raz,1150510297,2020-10-26,Business,,NPR,https://feeds.npr.org/510313/podcast.xml
au,74,Beauty IQ Uncensored,1478211900,2020-10-27,Fashion & Beauty,"Arts,",Adore Beauty,https://www.omnycontent.com/d/playlist/133eb022-d538-494d-9082-aaa90065f49b/72db4fbe-97f2-453c-ae7a-aaa9006dee32/cae8aea2-474a-49ca-b0f7-aaa9006e5e2a/podcast.rss
au,75,Sideways,1552027709,2021-02-24,Podcasts,,BBC Radio 4,https://podcasts.files.bbci.co.uk/m000s2kt.rss
au,76,"Feel Better, Live More with Dr Rangan Chatterjee",1333552422,2020-10-28,Alternative Health,"Health & Fitness,Medicine,",Dr Rangan Chatterjee: GP & Author,https://rss.acast.com/feelbetterlivemore
au,77,UnF*ck Your Brain,1229434818,2021-02-05,Mental Health,"Health & Fitness,Education,Self-Improvement,",Kara Loewentheil,https://lawyerstresssolution.libsyn.com/rss
au,78,Lex Fridman Podcast,1434243584,2020-10-30,Technology,"Science,",Lex Fridman,https://lexfridman.com/feed/podcast/
au,79,Brooke & Linda's Dream Club,1553862476,2021-02-23,Books,"Arts,TV & Film,",LiSTNR,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/15c0f2d8-f59e-4276-8fa6-acd10037dbc5/77e3e209-e590-477d-ab55-acd10038f598/podcast.rss
au,80,Late Night Live - Full program podcast,73330961,2020-10-29,Society & Culture,"News,Politics,",ABC Radio,http://www.abc.net.au/radionational/feed/2890646/podcast.xml
au,81,Hack,78995043,2021-02-12,News,"Society & Culture,",triple j,http://www.abc.net.au/triplej/programs/hack/feed/6840588/podcast.xml
au,82,Beyond The Bump,1484930949,2021-01-18,Parenting,"Kids & Family,",Beyond The Bump,https://feeds.buzzsprout.com/599737.rss
au,83,Life and Crimes with Andrew Rule,1260800644,2020-10-24,True Crime,"Education,",Herald Sun,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/3184259d-eabb-4a13-b4e4-ac2a00524746/dbc970d7-111d-4f16-8744-ac2a00524746/podcast.rss
au,84,You're Dead To Me,1479973402,2020-11-14,History,"Comedy,",BBC Radio 4,https://podcasts.files.bbci.co.uk/p07mdbhg.rss
au,85,The Property Couch,969904333,2020-10-22,Investing,"Business,News,Business News,",Bryce Holdaway & Ben Kingsley,http://thepropertycouch.com.au/feed/podcast/
au,86,Fast Pace with Josh Phegan and Dean Mackie,1554782191,2021-02-25,Business,"Technology,","Josh Phegan - Real Estate Trainer, speaker, coach.",https://fastpace.libsyn.com/rss
au,87,The Rush Hour Melbourne Catch Up - 105.1 Triple M Melbourne - James Brayshaw and Billy Brownless,360804281,2021-02-02,Sports,,Triple M,https://www.omnycontent.com/d/playlist/566281f8-200e-4c9f-8378-a4870055423b/5242a5de-77e2-435a-a29f-a4df0045cf40/78353fca-c071-44b2-b093-a4df004612c6/podcast.rss
au,88,Comedian v Economist,1539790170,2021-02-02,Investing,"Business,Comedy,",Equity Mates Media,https://feeds.megaphone.fm/comedian-v-economist
au,89,Business Wars,1335814741,2020-10-28,Management,"Business,History,",Wondery,https://rss.art19.com/business-wars
au,90,Bang On,1210989839,2021-02-18,Society & Culture,,Double J,http://www.abc.net.au/radio/programs/bangon/feed/8314828/podcast.xml
au,91,Making Sense with Sam Harris,733163012,2020-10-28,Science,"Society & Culture,",Sam Harris,https://wakingup.libsyn.com/rss
au,92,99% Invisible,394775318,2020-10-27,Design,"Arts,",Roman Mars,https://feeds.99percentinvisible.org/99percentinvisible
au,93,my millennial money,1384819415,2020-10-28,Investing,"Business,Comedy,",SYMO interactive,https://rss.whooshkaa.com/rss/podcast/id/5915
au,94,NSW Police State Crime Command – Investigations,1524599320,2021-02-06,True Crime,,PodcastOne Australia,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/3f5f66e4-69f5-48fd-adc7-ac0000774f63/0f6d4fe6-725e-4f43-add2-ac00007a96a6/podcast.rss
au,95,You Beauty,1427018681,2020-10-28,Fashion & Beauty,"Arts,",Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/5feddae0-feec-4280-b27d-a93c005efd37/480f78b6-ddda-4bb8-a631-a93c0060019c/podcast.rss
au,96,Linda Marigliano's Tough Love,1546324192,2021-02-01,Relationships,"Society & Culture,Documentary,",Linda Marigliano,https://www.omnycontent.com/d/playlist/e31b2148-5145-4bb1-a345-ac9a017698f1/36b40d49-6fd0-46f2-8d0d-ac9a0176d1d4/818752e2-eaed-4c34-9db6-ac9b00341181/podcast.rss
au,97,Ordineroli Speaking,1500848514,2021-02-23,Sports,"Health & Fitness,Mental Health,",Neroli Meadows,https://feeds.megaphone.fm/ordinerolispeaking
au,98,Dr Justin Coulson's Happy Families,1082244480,2021-02-16,Self-Improvement,"Education,",Dr Justin Coulson,https://feeds.megaphone.fm/happy-families
au,99,SEN Breakfast,1198117246,2021-02-02,Sports,,SEN,https://rss.whooshkaa.com/rss/podcast/id/1919
au,100,Get Sleepy: Sleep meditation and stories,1487513861,2020-11-30,Alternative Health,"Health & Fitness,Fiction,Drama,",Get Sleepy,https://feeds.simplecast.com/IXxBBvKz
au,101,The Marty Sheargold Show  - Triple M Melbourne 105.1,329902285,2021-01-15,Comedy,"News,",Triple M,https://www.omnycontent.com/d/playlist/566281f8-200e-4c9f-8378-a4870055423b/1d30d45f-2539-4264-9cd6-a4b3004c3070/0edd71ba-62d0-48f8-b0da-a4df006dd0d7/podcast.rss
au,102,Hidden Brain,1028908750,2020-11-16,Social Sciences,"Science,Natural Sciences,",Hidden Brain,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/d2c4e775-99ce-4c17-b04c-ac380133d68c/2c6993d0-eac8-4252-8c4e-ac380133d69a/podcast.rss
au,103,"Parental As Anything, with Maggie Dent",1464488062,2021-01-20,Parenting,"Kids & Family,",ABC Radio,http://www.abc.net.au/radio/programs/parental-as-anything-with-maggie-dent/feed/11115204/podcast.xml
au,104,The Teacher's Pet,1385379989,2020-08-23,News,"Society & Culture,",The Australian,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/d60492a5-f0c9-443a-914b-ac2a017fffca/5253efc4-3b47-419a-abd6-ac2b001818f4/podcast.rss
au,105,The Battersea Poltergeist,1548946506,2021-02-18,Drama,"Fiction,",BBC Radio 4,https://podcasts.files.bbci.co.uk/p0940193.rss
au,106,This Glorious Mess,981373142,2021-02-14,Kids & Family,,Mamamia Podcasts,https://www.omnycontent.com/d/playlist/3ea926be-9be7-482a-8ac3-a44f016e43d1/5c116b8b-958c-413e-aabb-a4990019e0f7/8b30cd92-16a3-4a17-a36c-a4990059c7e5/podcast.rss
au,107,Darknet Diaries,1296350485,2021-02-16,Technology,"True Crime,",Jack Rhysider,https://feeds.megaphone.fm/darknetdiaries
au,108,Get Started Investing,1484760064,2020-12-13,Investing,"Business,Entrepreneurship,",Equity Mates Media,https://feeds.megaphone.fm/getstartedinvesting
au,109,AFL Exchange,637433286,2021-03-01,Sports,,AFL,https://rss.whooshkaa.com/rss/podcast/id/4086
au,110,AP: Australian Politics,1109943717,2021-02-05,News,,The Guardian,https://www.theguardian.com/australia-news/series/australian-politics-live/podcast.xml
au,111,Motley Fool Money,1118867383,2020-12-06,Investing,"Business,",PodcastOne Australia,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/c1c22a03-f4e2-49e4-9eff-abb2003ac099/25111702-47b4-423f-9d57-abb2003ac0a7/podcast.rss
au,112,Days Like These,1534672561,2020-10-27,Documentary,"Society & Culture,",ABC Radio,http://www.abc.net.au/radio/programs/days-like-these/feed/12694854/podcast.xml
au,113,The Ben Shapiro Show,1047335260,2021-01-04,News,,The Daily Wire,https://feeds.megaphone.fm/WWO8086402096
au,114,"Kate, Tim and Joel",344869087,2021-01-19,Comedy,,Nova Podcasts,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/3b9a1fc3-f89f-4667-8dcf-ac0d018940ee/55501088-b23f-46ae-b2aa-ac0d018940f3/podcast.rss
au,115,The Hook Up,1080505022,2021-03-01,Society & Culture,,triple j,http://www.abc.net.au/radio/programs/the-hook-up-podcast/feed/8681126/podcast.xml
au,116,The Money Cafe with Kirby and Kohler,1201031401,2021-01-21,Investing,"Business,Society & Culture,",The Australian,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/4625105b-92a5-47be-8dca-ac2a00524dae/9d1e81fa-97ab-45b9-b481-ac2a00524dae/podcast.rss
au,117,Freakonomics Radio,354668519,2020-10-22,Documentary,"Society & Culture,",Freakonomics Radio + Stitcher,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/14a43378-edb2-49be-8511-ab0d000a7030/d1b9612f-bb1b-4b85-9c0c-ab0d004ab37a/podcast.rss
au,118,Trace,1249219269,2020-10-20,True Crime,,ABC Radio,http://www.abc.net.au/radionational/feed/8597522/podcast.xml
au,119,Big Ideas,164330831,2020-10-29,Society & Culture,"News,Politics,",ABC Radio,http://www.abc.net.au/radionational/feed/2883098/podcast.xml
au,120,WorkLife with Adam Grant,1346314086,2021-02-23,Management,"Business,",TED,https://feeds.feedburner.com/WorklifeWithAdamGrant
au,121,Office Ladies,1480311435,2020-12-30,Comedy,,Earwolf & Jenna Fischer and Angela Kinsey,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/75a86d39-9e0e-4e9a-b948-aae301805fe6/514362cf-31b4-4ed2-af40-aae301805ffd/podcast.rss
au,122,In Plain Sight: Lady Bird Johnson,1554132477,2021-03-01,History,"Society & Culture,Documentary,",ABC News,https://feeds.megaphone.fm/ESP8551283217
au,123,In Our Time,73330895,2021-01-14,History,,BBC Radio 4,https://podcasts.files.bbci.co.uk/b006qykl.rss
au,124,The Dropout,1449500734,2021-03-01,True Crime,,ABC News,https://feeds.megaphone.fm/ESP5480008395
au,125,AFL Fantasy with The Traders,842419860,2021-02-07,Fantasy Sports,"Sports,",AFL,https://rss.whooshkaa.com/rss/podcast/id/4093
au,126,Life Matters - Full program podcast,73330343,2021-03-04,Relationships,"Society & Culture,Kids & Family,",ABC Radio,http://www.abc.net.au/radionational/feed/2883550/podcast.xml
au,127,Australian Finance Podcast,1454193127,2020-10-26,Investing,"Business,",The Rask Group,https://rss.whooshkaa.com/rss/podcast/id/6174
au,128,KIC POD,1457667995,2021-02-02,Health & Fitness,,Keep It Cleaner,https://feeds.simplecast.com/_mQrA5Pw
au,129,History Extra podcast,256580326,2020-10-29,History,"Society & Culture,",Immediate Media,http://rss.acast.com/historyextra
au,130,The School of Greatness,596047499,2020-12-16,Alternative Health,"Health & Fitness,Education,",Lewis Howes,https://rss.art19.com/the-school-of-greatness
au,131,The Rich Roll Podcast,582272991,2020-11-16,Self-Improvement,"Education,Health & Fitness,",Rich Roll,https://feeds.acast.com/public/shows/5de6c1c9bd860fd53f965e25
au,132,Matt and Alex - All Day Breakfast,1508927190,2021-01-19,Comedy Interviews,"Comedy,",PodcastOne Australia,https://www.omnycontent.com/d/playlist/820f09cf-2ace-4180-a92d-aa4c0008f5fb/18561c0f-707f-4cd4-83ed-aba0004c693c/2536e5ae-8240-4a6b-a012-aba0004cdce6/podcast.rss
au,133,Sword and Scale,790487079,2020-10-26,True Crime,"Society & Culture,Documentary,",Incongruity,https://www.omnycontent.com/d/playlist/9b7dacdf-a925-4f95-84dc-ac46003451ff/8caf5963-644f-4ccd-94f6-acb5003641f5/d5f2436e-2a50-4633-8f85-acb5003641fe/podcast.rss
au,134,Dan Carlin's Hardcore History,173001861,2020-06-03,History,,Dan Carlin,http://feeds.feedburner.com/dancarlin/history?format=xml
au,135,Criminal,809264944,2020-10-23,True Crime,,Criminal & Radiotopia,https://feeds.thisiscriminal.com/CriminalShow
au,136,Red Collar,1541330058,2021-02-23,True Crime,,audiochuck,https://feeds.megaphone.fm/ADL4201344942
au,137,Duchess,1551120994,2021-03-04,History,"Society & Culture,",OneFinePlay,https://feeds.captivate.fm/duchessthepodcast/
au,138,Heaven Bent,1513489117,2021-03-01,History,"Society & Culture,Documentary,",Tara Jean Stevens / Frequency Podcast Network,https://frequencypodcastnetwork.com/shows/heaven-bent/feed/podcast/
au,139,Dolly Parton's America,1481398762,2019-12-31,Music History,"Music,Society & Culture,Documentary,",WNYC Studios & OSM Audio,http://feeds.wnyc.org/dolly-partons-america
au,140,Loose Units: The Podcast,1445344726,2020-10-26,True Crime,"Society & Culture,",Pillow Talk Productions,https://rss.acast.com/loose-units-the-podcast
au,141,"Chrissie, Sam and Browny",1076207687,2021-02-15,Comedy,"Music,",Nova Podcasts,https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/64f3b1e3-315a-4103-83cc-ac0d018940b6/dae7d317-c9eb-49ff-89ce-ac0d018940bb/podcast.rss
au,142,Rabbit Hole,1507423923,2020-06-04,Technology,"Society & Culture,",The New York Times,https://feeds.simplecast.com/oCXij9l2
in,1,Sadhguru's Podcast,347854569,2020-11-30,Spirituality,"Religion & Spirituality,",Sadhguru,https://feeds.hubhopper.com/cf7fbc47963d87fed1ad5e2e5c2faef0.rss
in,2,Gita For Daily Living,584092091,2020-10-17,Hinduism,"Religion & Spirituality,Spirituality,",Neil Bhatt,https://neilbhatt.podbean.com/feed.xml
in,3,TED Talks Daily,160904630,2020-10-28,Education,"Society & Culture,",TED,http://feeds.feedburner.com/TEDTalks_audio
in,4,Maed in India,1009197596,2021-03-01,Music Interviews,"Music,Music Commentary,",Maed in India,https://maedinindia.libsyn.com/maedinindia
in,5,On Purpose with Jay Shetty,1450994021,2020-10-26,Health & Fitness,"Business,",Jay Shetty and Kast Media,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/ff4ff6bb-916d-4c78-ad23-ac8d017d4c2d/7c990ede-a998-4804-957e-ac8d017d4c45/podcast.rss
in,6,"Think Fast, Talk Smart: Communication Techniques.",1494989268,2020-10-22,Careers,"Business,Management,",Stanford GSB,https://rss.art19.com/think-fast-talk-smart
in,7,Unofficial Sources,1548244887,2021-01-11,Business,"News,Business News,",The Ken,https://unofficialsources.libsyn.com/rss
in,8,Finshots Daily,1532901566,2020-10-28,Business,,Finshots,https://anchor.fm/s/37a76020/podcast/rss
in,9,6 Minute Vocabulary,1036379102,2020-10-26,Education,,BBC Radio,https://podcasts.files.bbci.co.uk/p02pc9xz.rss
in,10,The Ranveer Show,1490896085,2021-03-05,Self Help,"Education,Health & Fitness,Mental Health,",BeerBiceps aka Ranveer Allahbadia,https://feeds.simplecast.com/7PWFZi_d
in,11,What's Up Sister?,1554876547,2021-02-22,Personal Journals,"Society & Culture,",What's up Sister,https://anchor.fm/s/4d0db478/podcast/rss
in,12,Practically Gita,1548187636,2021-02-10,Self Help,"Education,Religion & Spirituality,Spirituality,",WYN Studio,https://www.omnycontent.com/d/playlist/d12d0745-fc3d-4551-91b0-abb4005ee39c/8b2fe35f-4021-4635-b800-acac009d98a2/6f011453-b3ff-4dc8-92ae-acac00b7c910/podcast.rss
in,13,The Cipher,1543887425,2021-01-26,Drama,"Fiction,",BBC Radio,https://podcasts.files.bbci.co.uk/p090t9cl.rss
in,14,Old Hindi Songs's show,1548383228,2021-01-12,Music,,Hindu Epics,https://www.spreaker.com/show/2200056/episodes/feed
in,15,2000 Books for Ambitious Entrepreneurs - Author Interviews and Book Summaries,1119439036,2020-09-21,Entrepreneurship,"Business,Management,",Mani Vaya,https://2000books.libsyn.com/rss
in,16,Daily Motivation Podcast,1035148051,2016-10-05,Alternative Health,"Health & Fitness,Comedy,",Daily Motivation Podcast,https://feed.pod.co/daily-motivation-podcast
in,17,The Stories of Mahabharata,888135469,2020-09-09,Performing Arts,"Arts,",Sudipta Bhawmik,http://nynjbengali.com/feed/mahabharata/
in,18,The History of India Podcast,1041684187,2020-05-01,History,"Society & Culture,Places & Travel,",Kit Patrick,https://historyofindiapodcast.libsyn.com/rss
in,19,The Intelligence,1449631195,2020-10-28,Daily News,"News,",The Economist,https://rss.acast.com/theintelligencepodcast
in,20,The Habit Coach with Ashdin Doctor,1445665622,2020-10-28,Health & Fitness,"Sports,",IVM Podcasts,https://static.adorilabs.com/feed/the-habit-coach-with-ashdin-doctor.xml
in,21,The Tastes of India Podcast in Hindi : Healthy Living Tips and Cookery Show,1039644241,2021-02-28,Food,"Arts,Leisure,Hobbies,","Puja - Blogger, Home Business Owner, Self Proclaimed Cook",https://feeds.bcast.fm/the-tastes-of-india
in,22,Little Stories for Tiny People: Anytime and bedtime stories for kids,1039511252,2021-02-07,Stories for Kids,"Kids & Family,Arts,Books,",Rhea Pechter,https://www.littlestoriestinypeople.com/podcast.xml
in,23,Brewing Talks,1552164995,2021-03-02,Marketing,"Business,Management,",Ep.Log Media,https://www.omnycontent.com/d/playlist/6244f5b5-c2fb-44f4-86cd-ab6b008158ba/b5f61b20-b60b-45e4-b2b2-acc50079ac3c/d5f97e74-c233-4f54-9414-acc5007ac708/podcast.rss
in,24,Akashavani English News,1536206996,2020-10-28,Daily News,"News,",All India Radio,https://www.neti.link/podcasts/airnews/feeds/english.xml
in,25,Little Explorers - Countries In The World,1549390988,2021-02-10,Places & Travel,"Society & Culture,Education,",Chimes Radio,https://www.omnycontent.com/d/playlist/11768d44-b0a8-487d-8e8b-ac790033e153/1dd6f14e-35ac-4824-a511-acb200a80854/61d03355-36f0-49c3-80e7-acb200a920bd/podcast.rss
in,26,Zerodha Educate,1448599498,2020-10-24,Investing,"Business,",Zerodha,https://anchor.fm/s/27c4398/podcast/rss
in,27,Sandeep Maheshwari Motivation,1549822234,2021-02-05,Self Help,"Education,",Sandeep Maheshwari,https://anchor.fm/s/393e581c/podcast/rss
in,28,The Mindvalley Podcast with Vishen Lakhiani,1317823455,2020-10-28,Health & Fitness,"Education,Self Help,",Mindvalley,https://themindvalleypodcas.libsyn.com/rss
in,29,The Daily Mastery Podcast by Robin Sharma,1521068608,2020-11-13,Self Help,"Education,Business,Entrepreneurship,",Robin Sharma,https://feeds.buzzsprout.com/1182776.rss
in,30,We Study Billionaires - The Investor’s Podcast Network,928933489,2020-10-25,Investing,"Business,Education,",The Investor's Podcast Network,https://rss.art19.com/the-investors-podcast
in,31,Behind Every Dream,1550874620,2021-02-18,Mental Health,"Health & Fitness,Business,Entrepreneurship,",Shivani Bafna,https://feeds.buzzsprout.com/1646071.rss
in,32,Moneycontrol Podcast,1340196987,2020-10-28,Business,,moneycontrol,https://audioboom.com/channels/4937727.rss
in,33,Naval,1454097755,2020-07-15,Investing,"Business,Technology,",Naval,https://naval.libsyn.com/rss
in,34,The Big Story,1437983503,2020-10-29,News,,The Quint,https://audioboom.com/channels/4971888.rss
in,35,The English We Speak,262026989,2020-10-27,Education,,BBC Radio,https://podcasts.files.bbci.co.uk/p02pc9zn.rss
in,36,Modern Love,1065559535,2020-10-21,Relationships,"Society & Culture,",The New York Times,https://feeds.simplecast.com/0N8Hs1MH
in,37,3 Things,1406730235,2020-10-28,News,,The Indian Express,https://audioboom.com/channels/4982683.rss
in,38,Is Romance Dead?,1534542817,2020-11-06,Relationships,"Society & Culture,Comedy,Comedy Interviews,",Maed in India,https://isromancedead.libsyn.com/rss
in,39,The Documentary Podcast,73802620,2020-10-27,History,"News,Society & Culture,",BBC World Service,https://podcasts.files.bbci.co.uk/p02nq0lx.rss
in,40,The GaryVee Audio Experience,928159684,2020-10-28,Entrepreneurship,"Business,",Gary Vaynerchuk,https://anchor.fm/s/f39a864/podcast/rss
in,41,In Focus by The Hindu,1494440867,2020-10-26,News Commentary,"News,",The Hindu,https://anchor.fm/s/1262269c/podcast/rss
in,42,The Great Indian Marketing Show,1542664721,2021-01-05,Marketing,"Business,",Aadil Bandukwala & Kaushik Satish,https://anchor.fm/s/2919824/podcast/rss
in,43,The Daily Show With Trevor Noah: Ears Edition,1334878780,2020-10-28,Comedy,"News,Daily News,",iHeartRadio & Comedy Central,https://feeds.megaphone.fm/the-daily-show
in,44,Cementing Wedding With Marriage - ( Marathi Podcast),1552604499,2021-02-24,Relationships,"Society & Culture,",NACHIKET KSHIRE & LEENA PARANJPE,https://anchor.fm/s/4b948450/podcast/rss
in,45,BloombergQuint All You Need To Know,1440116479,2020-10-28,Investing,"Business,News,",IVM Podcasts,https://bqallyouneedtoknow.libsyn.com/rss
in,46,Global News Podcast,135067274,2021-03-07,News,,BBC World Service,https://podcasts.files.bbci.co.uk/p02nq0gn.rss
in,47,The Passion People Podcast,1206967377,2021-02-26,Personal Journals,"Society & Culture,Business,Entrepreneurship,",Ep.Log Media,https://www.omnycontent.com/d/playlist/6244f5b5-c2fb-44f4-86cd-ab6b008158ba/5f46b6f4-31ae-48ce-a4e0-ac32004d3d49/0e223136-927f-4a2a-b126-ac32004d3d5b/podcast.rss
in,48,The Musafir Stories - India Travel Podcast,1209849464,2021-02-22,Places & Travel,"Society & Culture,Leisure,Hobbies,",Saif & Faiza,https://audioboom.com/channels/4905542.rss
in,49,Red FM Bauaa,1118875240,2021-02-18,Comedy,"TV & Film,",Red FM,https://www.omnycontent.com/d/playlist/8ce708b9-c3c2-4eaa-a27d-ac0f007c53c5/232a6ee0-f0fb-4a77-a1cd-ac22009d88c7/8c8aa2ff-faca-4553-a635-ac22009d88d0/podcast.rss
